participantID,item,rating,targetType,targetNumber,facialColoration,shownEmotion,emotionChoiceID,target_gender,ratedEmotion
P013,WF-001-R-HC_5,2,WF,001,R,HC,5,Female,Disgusted
P049,WF-001-R-HC_5,1,WF,001,R,HC,5,Female,Disgusted
P031,WF-001-R-HC_5,1,WF,001,R,HC,5,Female,Disgusted
P045,WF-001-R-HC_5,1,WF,001,R,HC,5,Female,Disgusted
P006,WF-001-R-HC_5,4,WF,001,R,HC,5,Female,Disgusted
P003,WF-001-R-HC_5,1,WF,001,R,HC,5,Female,Disgusted
P022,WF-001-R-HC_5,1,WF,001,R,HC,5,Female,Disgusted
P066,WF-001-R-HC_6,1,WF,001,R,HC,6,Female,Scared
P064,WF-001-R-HC_6,1,WF,001,R,HC,6,Female,Scared
P056,WF-001-R-HC_6,1,WF,001,R,HC,6,Female,Scared
P037,WF-001-R-HC_6,1,WF,001,R,HC,6,Female,Scared
P018,WF-001-R-HC_6,1,WF,001,R,HC,6,Female,Scared
P013,WF-001-R-HC_6,1,WF,001,R,HC,6,Female,Scared
P049,WF-001-R-HC_6,1,WF,001,R,HC,6,Female,Scared
P031,WF-001-R-HC_6,1,WF,001,R,HC,6,Female,Scared
P045,WF-001-R-HC_6,1,WF,001,R,HC,6,Female,Scared
P006,WF-001-R-HC_6,2,WF,001,R,HC,6,Female,Scared
P003,WF-001-R-HC_6,1,WF,001,R,HC,6,Female,Scared
P022,WF-001-R-HC_6,1,WF,001,R,HC,6,Female,Scared
P066,WF-001-R-A_1,1,WF,001,R,A,1,Female,Happy
P064,WF-001-R-A_1,1,WF,001,R,A,1,Female,Happy
P056,WF-001-R-A_1,1,WF,001,R,A,1,Female,Happy
P037,WF-001-R-A_1,1,WF,001,R,A,1,Female,Happy
P018,WF-001-R-A_1,1,WF,001,R,A,1,Female,Happy
P013,WF-001-R-A_1,1,WF,001,R,A,1,Female,Happy
P049,WF-001-R-A_1,1,WF,001,R,A,1,Female,Happy
P031,WF-001-R-A_1,1,WF,001,R,A,1,Female,Happy
P045,WF-001-R-A_1,1,WF,001,R,A,1,Female,Happy
P006,WF-001-R-A_1,2,WF,001,R,A,1,Female,Happy
P003,WF-001-R-A_1,1,WF,001,R,A,1,Female,Happy
P022,WF-001-R-A_1,1,WF,001,R,A,1,Female,Happy
P066,WF-001-R-A_2,2,WF,001,R,A,2,Female,Sad
P064,WF-001-R-A_2,1,WF,001,R,A,2,Female,Sad
P056,WF-001-R-A_2,2,WF,001,R,A,2,Female,Sad
P037,WF-001-R-A_2,2,WF,001,R,A,2,Female,Sad
P018,WF-001-R-A_2,1,WF,001,R,A,2,Female,Sad
P013,WF-001-R-A_2,2,WF,001,R,A,2,Female,Sad
P049,WF-001-R-A_2,1,WF,001,R,A,2,Female,Sad
P031,WF-001-R-A_2,1,WF,001,R,A,2,Female,Sad
P045,WF-001-R-A_2,2,WF,001,R,A,2,Female,Sad
P006,WF-001-R-A_2,1,WF,001,R,A,2,Female,Sad
P003,WF-001-R-A_2,2,WF,001,R,A,2,Female,Sad
P022,WF-001-R-A_2,1,WF,001,R,A,2,Female,Sad
P066,WF-001-R-A_3,1,WF,001,R,A,3,Female,Surprised
P064,WF-001-R-A_3,3,WF,001,R,A,3,Female,Surprised
P056,WF-001-R-A_3,3,WF,001,R,A,3,Female,Surprised
P037,WF-001-R-A_3,3,WF,001,R,A,3,Female,Surprised
P018,WF-001-R-A_3,1,WF,001,R,A,3,Female,Surprised
P013,WF-001-R-A_3,2,WF,001,R,A,3,Female,Surprised
P049,WF-001-R-A_3,2,WF,001,R,A,3,Female,Surprised
P031,WF-001-R-A_3,1,WF,001,R,A,3,Female,Surprised
P045,WF-001-R-A_3,3,WF,001,R,A,3,Female,Surprised
P006,WF-001-R-A_3,1,WF,001,R,A,3,Female,Surprised
P003,WF-001-R-A_3,2,WF,001,R,A,3,Female,Surprised
P022,WF-001-R-A_3,1,WF,001,R,A,3,Female,Surprised
P066,WF-001-R-A_4,3,WF,001,R,A,4,Female,Angry
P064,WF-001-R-A_4,2,WF,001,R,A,4,Female,Angry
P056,WF-001-R-A_4,4,WF,001,R,A,4,Female,Angry
P037,WF-001-R-A_4,2,WF,001,R,A,4,Female,Angry
P018,WF-001-R-A_4,4,WF,001,R,A,4,Female,Angry
P013,WF-001-R-A_4,4,WF,001,R,A,4,Female,Angry
P049,WF-001-R-A_4,5,WF,001,R,A,4,Female,Angry
P031,WF-001-R-A_4,4,WF,001,R,A,4,Female,Angry
P045,WF-001-R-A_4,3,WF,001,R,A,4,Female,Angry
P006,WF-001-R-A_4,4,WF,001,R,A,4,Female,Angry
P003,WF-001-R-A_4,4,WF,001,R,A,4,Female,Angry
P022,WF-001-R-A_4,5,WF,001,R,A,4,Female,Angry
P066,WF-001-R-A_5,2,WF,001,R,A,5,Female,Disgusted
P064,WF-001-R-A_5,1,WF,001,R,A,5,Female,Disgusted
P056,WF-001-R-A_5,4,WF,001,R,A,5,Female,Disgusted
P037,WF-001-R-A_5,1,WF,001,R,A,5,Female,Disgusted
P018,WF-001-R-A_5,1,WF,001,R,A,5,Female,Disgusted
P013,WF-001-R-A_5,2,WF,001,R,A,5,Female,Disgusted
P049,WF-001-R-A_5,5,WF,001,R,A,5,Female,Disgusted
P031,WF-001-R-A_5,3,WF,001,R,A,5,Female,Disgusted
P045,WF-001-R-A_5,2,WF,001,R,A,5,Female,Disgusted
P006,WF-001-R-A_5,4,WF,001,R,A,5,Female,Disgusted
P003,WF-001-R-A_5,5,WF,001,R,A,5,Female,Disgusted
P022,WF-001-R-A_5,2,WF,001,R,A,5,Female,Disgusted
P066,WF-001-R-A_6,2,WF,001,R,A,6,Female,Scared
P064,WF-001-R-A_6,1,WF,001,R,A,6,Female,Scared
P056,WF-001-R-A_6,2,WF,001,R,A,6,Female,Scared
P037,WF-001-R-A_6,1,WF,001,R,A,6,Female,Scared
P018,WF-001-R-A_6,1,WF,001,R,A,6,Female,Scared
P013,WF-001-R-A_6,2,WF,001,R,A,6,Female,Scared
P049,WF-001-R-A_6,1,WF,001,R,A,6,Female,Scared
P031,WF-001-R-A_6,1,WF,001,R,A,6,Female,Scared
P045,WF-001-R-A_6,2,WF,001,R,A,6,Female,Scared
P006,WF-001-R-A_6,4,WF,001,R,A,6,Female,Scared
P003,WF-001-R-A_6,5,WF,001,R,A,6,Female,Scared
P022,WF-001-R-A_6,1,WF,001,R,A,6,Female,Scared
P066,WF-001-R-F_1,1,WF,001,R,F,1,Female,Happy
P064,WF-001-R-F_1,1,WF,001,R,F,1,Female,Happy
P056,WF-001-R-F_1,1,WF,001,R,F,1,Female,Happy
P037,WF-001-R-F_1,1,WF,001,R,F,1,Female,Happy
P018,WF-001-R-F_1,1,WF,001,R,F,1,Female,Happy
P013,WF-001-R-F_1,2,WF,001,R,F,1,Female,Happy
P049,WF-001-R-F_1,1,WF,001,R,F,1,Female,Happy
P031,WF-001-R-F_1,1,WF,001,R,F,1,Female,Happy
P045,WF-001-R-F_1,1,WF,001,R,F,1,Female,Happy
P006,WF-001-R-F_1,2,WF,001,R,F,1,Female,Happy
P003,WF-001-R-F_1,2,WF,001,R,F,1,Female,Happy
P022,WF-001-R-F_1,1,WF,001,R,F,1,Female,Happy
P066,WF-001-R-F_2,2,WF,001,R,F,2,Female,Sad
P064,WF-001-R-F_2,1,WF,001,R,F,2,Female,Sad
P056,WF-001-R-F_2,2,WF,001,R,F,2,Female,Sad
P037,WF-001-R-F_2,1,WF,001,R,F,2,Female,Sad
P018,WF-001-R-F_2,2,WF,001,R,F,2,Female,Sad
P013,WF-001-R-F_2,2,WF,001,R,F,2,Female,Sad
P049,WF-001-R-F_2,3,WF,001,R,F,2,Female,Sad
P031,WF-001-R-F_2,1,WF,001,R,F,2,Female,Sad
P045,WF-001-R-F_2,2,WF,001,R,F,2,Female,Sad
P006,WF-001-R-F_2,2,WF,001,R,F,2,Female,Sad
P003,WF-001-R-F_2,2,WF,001,R,F,2,Female,Sad
P022,WF-001-R-F_2,1,WF,001,R,F,2,Female,Sad
P066,WF-001-R-F_3,4,WF,001,R,F,3,Female,Surprised
P064,WF-001-R-F_3,4,WF,001,R,F,3,Female,Surprised
P056,WF-001-R-F_3,5,WF,001,R,F,3,Female,Surprised
P037,WF-001-R-F_3,3,WF,001,R,F,3,Female,Surprised
P018,WF-001-R-F_3,4,WF,001,R,F,3,Female,Surprised
P013,WF-001-R-F_3,3,WF,001,R,F,3,Female,Surprised
P049,WF-001-R-F_3,5,WF,001,R,F,3,Female,Surprised
P031,WF-001-R-F_3,5,WF,001,R,F,3,Female,Surprised
P045,WF-001-R-F_3,4,WF,001,R,F,3,Female,Surprised
P006,WF-001-R-F_3,4,WF,001,R,F,3,Female,Surprised
P003,WF-001-R-F_3,5,WF,001,R,F,3,Female,Surprised
P022,WF-001-R-F_3,5,WF,001,R,F,3,Female,Surprised
P066,WF-001-R-F_4,1,WF,001,R,F,4,Female,Angry
P064,WF-001-R-F_4,1,WF,001,R,F,4,Female,Angry
P056,WF-001-R-F_4,2,WF,001,R,F,4,Female,Angry
P037,WF-001-R-F_4,1,WF,001,R,F,4,Female,Angry
P018,WF-001-R-F_4,1,WF,001,R,F,4,Female,Angry
P013,WF-001-R-F_4,2,WF,001,R,F,4,Female,Angry
P049,WF-001-R-F_4,2,WF,001,R,F,4,Female,Angry
P031,WF-001-R-F_4,1,WF,001,R,F,4,Female,Angry
P045,WF-001-R-F_4,4,WF,001,R,F,4,Female,Angry
P006,WF-001-R-F_4,3,WF,001,R,F,4,Female,Angry
P003,WF-001-R-F_4,2,WF,001,R,F,4,Female,Angry
P022,WF-001-R-F_4,1,WF,001,R,F,4,Female,Angry
P066,WF-001-R-F_5,2,WF,001,R,F,5,Female,Disgusted
P064,WF-001-R-F_5,5,WF,001,R,F,5,Female,Disgusted
P056,WF-001-R-F_5,1,WF,001,R,F,5,Female,Disgusted
P037,WF-001-R-F_5,2,WF,001,R,F,5,Female,Disgusted
P018,WF-001-R-F_5,2,WF,001,R,F,5,Female,Disgusted
P013,WF-001-R-F_5,2,WF,001,R,F,5,Female,Disgusted
P049,WF-001-R-F_5,4,WF,001,R,F,5,Female,Disgusted
P031,WF-001-R-F_5,1,WF,001,R,F,5,Female,Disgusted
P045,WF-001-R-F_5,3,WF,001,R,F,5,Female,Disgusted
P006,WF-001-R-F_5,5,WF,001,R,F,5,Female,Disgusted
P003,WF-001-R-F_5,2,WF,001,R,F,5,Female,Disgusted
P022,WF-001-R-F_5,1,WF,001,R,F,5,Female,Disgusted
P066,WF-001-R-F_6,2,WF,001,R,F,6,Female,Scared
P064,WF-001-R-F_6,1,WF,001,R,F,6,Female,Scared
P056,WF-001-R-F_6,3,WF,001,R,F,6,Female,Scared
P037,WF-001-R-F_6,2,WF,001,R,F,6,Female,Scared
P018,WF-001-R-F_6,1,WF,001,R,F,6,Female,Scared
P013,WF-001-R-F_6,2,WF,001,R,F,6,Female,Scared
P049,WF-001-R-F_6,5,WF,001,R,F,6,Female,Scared
P031,WF-001-R-F_6,5,WF,001,R,F,6,Female,Scared
P045,WF-001-R-F_6,2,WF,001,R,F,6,Female,Scared
P006,WF-001-R-F_6,4,WF,001,R,F,6,Female,Scared
P003,WF-001-R-F_6,2,WF,001,R,F,6,Female,Scared
P022,WF-001-R-F_6,3,WF,001,R,F,6,Female,Scared
P063,WF-002-R-N_1,1,WF,002,R,N,1,Female,Happy
P058,WF-002-R-N_1,1,WF,002,R,N,1,Female,Happy
P019,WF-002-R-N_1,1,WF,002,R,N,1,Female,Happy
P017,WF-002-R-N_1,1,WF,002,R,N,1,Female,Happy
P032,WF-002-R-N_1,1,WF,002,R,N,1,Female,Happy
P051,WF-002-R-N_1,1,WF,002,R,N,1,Female,Happy
P011,WF-002-R-N_1,2,WF,002,R,N,1,Female,Happy
P008,WF-002-R-N_1,1,WF,002,R,N,1,Female,Happy
P005,WF-002-R-N_1,1,WF,002,R,N,1,Female,Happy
P025,WF-002-R-N_1,1,WF,002,R,N,1,Female,Happy
P022,WF-002-R-N_1,1,WF,002,R,N,1,Female,Happy
P063,WF-002-R-N_2,3,WF,002,R,N,2,Female,Sad
P058,WF-002-R-N_2,3,WF,002,R,N,2,Female,Sad
P019,WF-002-R-N_2,1,WF,002,R,N,2,Female,Sad
P017,WF-002-R-N_2,3,WF,002,R,N,2,Female,Sad
P032,WF-002-R-N_2,2,WF,002,R,N,2,Female,Sad
P051,WF-002-R-N_2,3,WF,002,R,N,2,Female,Sad
P011,WF-002-R-N_2,2,WF,002,R,N,2,Female,Sad
P008,WF-002-R-N_2,2,WF,002,R,N,2,Female,Sad
P005,WF-002-R-N_2,5,WF,002,R,N,2,Female,Sad
P025,WF-002-R-N_2,5,WF,002,R,N,2,Female,Sad
P022,WF-002-R-N_2,1,WF,002,R,N,2,Female,Sad
P063,WF-002-R-N_3,1,WF,002,R,N,3,Female,Surprised
P058,WF-002-R-N_3,1,WF,002,R,N,3,Female,Surprised
P019,WF-002-R-N_3,1,WF,002,R,N,3,Female,Surprised
P017,WF-002-R-N_3,1,WF,002,R,N,3,Female,Surprised
P032,WF-002-R-N_3,1,WF,002,R,N,3,Female,Surprised
P051,WF-002-R-N_3,2,WF,002,R,N,3,Female,Surprised
P011,WF-002-R-N_3,2,WF,002,R,N,3,Female,Surprised
P008,WF-002-R-N_3,1,WF,002,R,N,3,Female,Surprised
P005,WF-002-R-N_3,4,WF,002,R,N,3,Female,Surprised
P025,WF-002-R-N_3,1,WF,002,R,N,3,Female,Surprised
P022,WF-002-R-N_3,1,WF,002,R,N,3,Female,Surprised
P063,WF-002-R-N_4,2,WF,002,R,N,4,Female,Angry
P058,WF-002-R-N_4,1,WF,002,R,N,4,Female,Angry
P019,WF-002-R-N_4,2,WF,002,R,N,4,Female,Angry
P017,WF-002-R-N_4,2,WF,002,R,N,4,Female,Angry
P032,WF-002-R-N_4,1,WF,002,R,N,4,Female,Angry
P051,WF-002-R-N_4,3,WF,002,R,N,4,Female,Angry
P011,WF-002-R-N_4,2,WF,002,R,N,4,Female,Angry
P008,WF-002-R-N_4,1,WF,002,R,N,4,Female,Angry
P005,WF-002-R-N_4,5,WF,002,R,N,4,Female,Angry
P025,WF-002-R-N_4,1,WF,002,R,N,4,Female,Angry
P022,WF-002-R-N_4,1,WF,002,R,N,4,Female,Angry
P063,WF-002-R-N_5,1,WF,002,R,N,5,Female,Disgusted
P058,WF-002-R-N_5,1,WF,002,R,N,5,Female,Disgusted
P019,WF-002-R-N_5,1,WF,002,R,N,5,Female,Disgusted
P017,WF-002-R-N_5,1,WF,002,R,N,5,Female,Disgusted
P032,WF-002-R-N_5,1,WF,002,R,N,5,Female,Disgusted
P051,WF-002-R-N_5,3,WF,002,R,N,5,Female,Disgusted
P011,WF-002-R-N_5,2,WF,002,R,N,5,Female,Disgusted
P008,WF-002-R-N_5,1,WF,002,R,N,5,Female,Disgusted
P005,WF-002-R-N_5,5,WF,002,R,N,5,Female,Disgusted
P025,WF-002-R-N_5,1,WF,002,R,N,5,Female,Disgusted
P022,WF-002-R-N_5,1,WF,002,R,N,5,Female,Disgusted
P063,WF-002-R-N_6,1,WF,002,R,N,6,Female,Scared
P058,WF-002-R-N_6,1,WF,002,R,N,6,Female,Scared
P019,WF-002-R-N_6,1,WF,002,R,N,6,Female,Scared
P017,WF-002-R-N_6,1,WF,002,R,N,6,Female,Scared
P032,WF-002-R-N_6,1,WF,002,R,N,6,Female,Scared
P051,WF-002-R-N_6,1,WF,002,R,N,6,Female,Scared
P011,WF-002-R-N_6,2,WF,002,R,N,6,Female,Scared
P008,WF-002-R-N_6,1,WF,002,R,N,6,Female,Scared
P005,WF-002-R-N_6,1,WF,002,R,N,6,Female,Scared
P025,WF-002-R-N_6,1,WF,002,R,N,6,Female,Scared
P022,WF-002-R-N_6,1,WF,002,R,N,6,Female,Scared
P063,WF-002-R-HC_1,4,WF,002,R,HC,1,Female,Happy
P058,WF-002-R-HC_1,5,WF,002,R,HC,1,Female,Happy
P019,WF-002-R-HC_1,4,WF,002,R,HC,1,Female,Happy
P017,WF-002-R-HC_1,4,WF,002,R,HC,1,Female,Happy
P032,WF-002-R-HC_1,3,WF,002,R,HC,1,Female,Happy
P051,WF-002-R-HC_1,5,WF,002,R,HC,1,Female,Happy
P011,WF-002-R-HC_1,4,WF,002,R,HC,1,Female,Happy
P008,WF-002-R-HC_1,4,WF,002,R,HC,1,Female,Happy
P005,WF-002-R-HC_1,5,WF,002,R,HC,1,Female,Happy
P025,WF-002-R-HC_1,5,WF,002,R,HC,1,Female,Happy
P022,WF-002-R-HC_1,4,WF,002,R,HC,1,Female,Happy
P063,WF-002-R-HC_2,2,WF,002,R,HC,2,Female,Sad
P058,WF-002-R-HC_2,1,WF,002,R,HC,2,Female,Sad
P019,WF-002-R-HC_2,1,WF,002,R,HC,2,Female,Sad
P017,WF-002-R-HC_2,1,WF,002,R,HC,2,Female,Sad
P032,WF-002-R-HC_2,1,WF,002,R,HC,2,Female,Sad
P051,WF-002-R-HC_2,1,WF,002,R,HC,2,Female,Sad
P011,WF-002-R-HC_2,1,WF,002,R,HC,2,Female,Sad
P008,WF-002-R-HC_2,1,WF,002,R,HC,2,Female,Sad
P005,WF-002-R-HC_2,3,WF,002,R,HC,2,Female,Sad
P025,WF-002-R-HC_2,1,WF,002,R,HC,2,Female,Sad
P022,WF-002-R-HC_2,1,WF,002,R,HC,2,Female,Sad
P063,WF-002-R-HC_3,1,WF,002,R,HC,3,Female,Surprised
P058,WF-002-R-HC_3,1,WF,002,R,HC,3,Female,Surprised
P019,WF-002-R-HC_3,1,WF,002,R,HC,3,Female,Surprised
P017,WF-002-R-HC_3,1,WF,002,R,HC,3,Female,Surprised
P032,WF-002-R-HC_3,1,WF,002,R,HC,3,Female,Surprised
P051,WF-002-R-HC_3,1,WF,002,R,HC,3,Female,Surprised
P011,WF-002-R-HC_3,1,WF,002,R,HC,3,Female,Surprised
P008,WF-002-R-HC_3,1,WF,002,R,HC,3,Female,Surprised
P005,WF-002-R-HC_3,2,WF,002,R,HC,3,Female,Surprised
P025,WF-002-R-HC_3,1,WF,002,R,HC,3,Female,Surprised
P022,WF-002-R-HC_3,1,WF,002,R,HC,3,Female,Surprised
P063,WF-002-R-HC_4,1,WF,002,R,HC,4,Female,Angry
P058,WF-002-R-HC_4,1,WF,002,R,HC,4,Female,Angry
P019,WF-002-R-HC_4,1,WF,002,R,HC,4,Female,Angry
P017,WF-002-R-HC_4,1,WF,002,R,HC,4,Female,Angry
P032,WF-002-R-HC_4,1,WF,002,R,HC,4,Female,Angry
P051,WF-002-R-HC_4,1,WF,002,R,HC,4,Female,Angry
P011,WF-002-R-HC_4,1,WF,002,R,HC,4,Female,Angry
P008,WF-002-R-HC_4,1,WF,002,R,HC,4,Female,Angry
P005,WF-002-R-HC_4,1,WF,002,R,HC,4,Female,Angry
P025,WF-002-R-HC_4,1,WF,002,R,HC,4,Female,Angry
P022,WF-002-R-HC_4,1,WF,002,R,HC,4,Female,Angry
P063,WF-002-R-HC_5,1,WF,002,R,HC,5,Female,Disgusted
P058,WF-002-R-HC_5,1,WF,002,R,HC,5,Female,Disgusted
P019,WF-002-R-HC_5,1,WF,002,R,HC,5,Female,Disgusted
P017,WF-002-R-HC_5,1,WF,002,R,HC,5,Female,Disgusted
P032,WF-002-R-HC_5,1,WF,002,R,HC,5,Female,Disgusted
P051,WF-002-R-HC_5,1,WF,002,R,HC,5,Female,Disgusted
P011,WF-002-R-HC_5,1,WF,002,R,HC,5,Female,Disgusted
P008,WF-002-R-HC_5,1,WF,002,R,HC,5,Female,Disgusted
P005,WF-002-R-HC_5,1,WF,002,R,HC,5,Female,Disgusted
P025,WF-002-R-HC_5,1,WF,002,R,HC,5,Female,Disgusted
P022,WF-002-R-HC_5,1,WF,002,R,HC,5,Female,Disgusted
P063,WF-002-R-HC_6,1,WF,002,R,HC,6,Female,Scared
P058,WF-002-R-HC_6,1,WF,002,R,HC,6,Female,Scared
P019,WF-002-R-HC_6,1,WF,002,R,HC,6,Female,Scared
P017,WF-002-R-HC_6,1,WF,002,R,HC,6,Female,Scared
P032,WF-002-R-HC_6,1,WF,002,R,HC,6,Female,Scared
P051,WF-002-R-HC_6,1,WF,002,R,HC,6,Female,Scared
P011,WF-002-R-HC_6,1,WF,002,R,HC,6,Female,Scared
P008,WF-002-R-HC_6,1,WF,002,R,HC,6,Female,Scared
P005,WF-002-R-HC_6,1,WF,002,R,HC,6,Female,Scared
P025,WF-002-R-HC_6,1,WF,002,R,HC,6,Female,Scared
P022,WF-002-R-HC_6,1,WF,002,R,HC,6,Female,Scared
P063,WF-002-R-A_1,1,WF,002,R,A,1,Female,Happy
P058,WF-002-R-A_1,1,WF,002,R,A,1,Female,Happy
P019,WF-002-R-A_1,1,WF,002,R,A,1,Female,Happy
P017,WF-002-R-A_1,3,WF,002,R,A,1,Female,Happy
P032,WF-002-R-A_1,1,WF,002,R,A,1,Female,Happy
P051,WF-002-R-A_1,4,WF,002,R,A,1,Female,Happy
P011,WF-002-R-A_1,1,WF,002,R,A,1,Female,Happy
P008,WF-002-R-A_1,1,WF,002,R,A,1,Female,Happy
P005,WF-002-R-A_1,1,WF,002,R,A,1,Female,Happy
P025,WF-002-R-A_1,1,WF,002,R,A,1,Female,Happy
P022,WF-002-R-A_1,2,WF,002,R,A,1,Female,Happy
P063,WF-002-R-A_2,2,WF,002,R,A,2,Female,Sad
P058,WF-002-R-A_2,1,WF,002,R,A,2,Female,Sad
P019,WF-002-R-A_2,1,WF,002,R,A,2,Female,Sad
P017,WF-002-R-A_2,1,WF,002,R,A,2,Female,Sad
P032,WF-002-R-A_2,1,WF,002,R,A,2,Female,Sad
P051,WF-002-R-A_2,3,WF,002,R,A,2,Female,Sad
P011,WF-002-R-A_2,2,WF,002,R,A,2,Female,Sad
P008,WF-002-R-A_2,1,WF,002,R,A,2,Female,Sad
P005,WF-002-R-A_2,1,WF,002,R,A,2,Female,Sad
P025,WF-002-R-A_2,2,WF,002,R,A,2,Female,Sad
P022,WF-002-R-A_2,1,WF,002,R,A,2,Female,Sad
P063,WF-002-R-A_3,2,WF,002,R,A,3,Female,Surprised
P058,WF-002-R-A_3,2,WF,002,R,A,3,Female,Surprised
P019,WF-002-R-A_3,3,WF,002,R,A,3,Female,Surprised
P017,WF-002-R-A_3,1,WF,002,R,A,3,Female,Surprised
P032,WF-002-R-A_3,1,WF,002,R,A,3,Female,Surprised
P051,WF-002-R-A_3,2,WF,002,R,A,3,Female,Surprised
P011,WF-002-R-A_3,2,WF,002,R,A,3,Female,Surprised
P008,WF-002-R-A_3,1,WF,002,R,A,3,Female,Surprised
P005,WF-002-R-A_3,2,WF,002,R,A,3,Female,Surprised
P025,WF-002-R-A_3,1,WF,002,R,A,3,Female,Surprised
P022,WF-002-R-A_3,1,WF,002,R,A,3,Female,Surprised
P063,WF-002-R-A_4,3,WF,002,R,A,4,Female,Angry
P058,WF-002-R-A_4,3,WF,002,R,A,4,Female,Angry
P019,WF-002-R-A_4,3,WF,002,R,A,4,Female,Angry
P017,WF-002-R-A_4,3,WF,002,R,A,4,Female,Angry
P032,WF-002-R-A_4,4,WF,002,R,A,4,Female,Angry
P051,WF-002-R-A_4,2,WF,002,R,A,4,Female,Angry
P011,WF-002-R-A_4,5,WF,002,R,A,4,Female,Angry
P008,WF-002-R-A_4,4,WF,002,R,A,4,Female,Angry
P005,WF-002-R-A_4,1,WF,002,R,A,4,Female,Angry
P025,WF-002-R-A_4,1,WF,002,R,A,4,Female,Angry
P022,WF-002-R-A_4,2,WF,002,R,A,4,Female,Angry
P063,WF-002-R-A_5,4,WF,002,R,A,5,Female,Disgusted
P058,WF-002-R-A_5,5,WF,002,R,A,5,Female,Disgusted
P019,WF-002-R-A_5,3,WF,002,R,A,5,Female,Disgusted
P017,WF-002-R-A_5,1,WF,002,R,A,5,Female,Disgusted
P032,WF-002-R-A_5,2,WF,002,R,A,5,Female,Disgusted
P051,WF-002-R-A_5,3,WF,002,R,A,5,Female,Disgusted
P011,WF-002-R-A_5,4,WF,002,R,A,5,Female,Disgusted
P008,WF-002-R-A_5,2,WF,002,R,A,5,Female,Disgusted
P005,WF-002-R-A_5,5,WF,002,R,A,5,Female,Disgusted
P025,WF-002-R-A_5,5,WF,002,R,A,5,Female,Disgusted
P022,WF-002-R-A_5,1,WF,002,R,A,5,Female,Disgusted
P063,WF-002-R-A_6,2,WF,002,R,A,6,Female,Scared
P058,WF-002-R-A_6,1,WF,002,R,A,6,Female,Scared
P019,WF-002-R-A_6,1,WF,002,R,A,6,Female,Scared
P017,WF-002-R-A_6,1,WF,002,R,A,6,Female,Scared
P032,WF-002-R-A_6,1,WF,002,R,A,6,Female,Scared
P051,WF-002-R-A_6,2,WF,002,R,A,6,Female,Scared
P011,WF-002-R-A_6,2,WF,002,R,A,6,Female,Scared
P008,WF-002-R-A_6,1,WF,002,R,A,6,Female,Scared
P005,WF-002-R-A_6,1,WF,002,R,A,6,Female,Scared
P025,WF-002-R-A_6,1,WF,002,R,A,6,Female,Scared
P022,WF-002-R-A_6,1,WF,002,R,A,6,Female,Scared
P063,WF-002-R-F_1,3,WF,002,R,F,1,Female,Happy
P058,WF-002-R-F_1,3,WF,002,R,F,1,Female,Happy
P019,WF-002-R-F_1,3,WF,002,R,F,1,Female,Happy
P017,WF-002-R-F_1,2,WF,002,R,F,1,Female,Happy
P032,WF-002-R-F_1,3,WF,002,R,F,1,Female,Happy
P051,WF-002-R-F_1,4,WF,002,R,F,1,Female,Happy
P011,WF-002-R-F_1,2,WF,002,R,F,1,Female,Happy
P008,WF-002-R-F_1,3,WF,002,R,F,1,Female,Happy
P005,WF-002-R-F_1,1,WF,002,R,F,1,Female,Happy
P025,WF-002-R-F_1,2,WF,002,R,F,1,Female,Happy
P022,WF-002-R-F_1,3,WF,002,R,F,1,Female,Happy
P063,WF-002-R-F_2,1,WF,002,R,F,2,Female,Sad
P058,WF-002-R-F_2,1,WF,002,R,F,2,Female,Sad
P019,WF-002-R-F_2,1,WF,002,R,F,2,Female,Sad
P017,WF-002-R-F_2,1,WF,002,R,F,2,Female,Sad
P032,WF-002-R-F_2,1,WF,002,R,F,2,Female,Sad
P051,WF-002-R-F_2,1,WF,002,R,F,2,Female,Sad
P011,WF-002-R-F_2,1,WF,002,R,F,2,Female,Sad
P008,WF-002-R-F_2,1,WF,002,R,F,2,Female,Sad
P005,WF-002-R-F_2,1,WF,002,R,F,2,Female,Sad
P025,WF-002-R-F_2,1,WF,002,R,F,2,Female,Sad
P022,WF-002-R-F_2,1,WF,002,R,F,2,Female,Sad
P063,WF-002-R-F_3,5,WF,002,R,F,3,Female,Surprised
P058,WF-002-R-F_3,5,WF,002,R,F,3,Female,Surprised
P019,WF-002-R-F_3,4,WF,002,R,F,3,Female,Surprised
P017,WF-002-R-F_3,5,WF,002,R,F,3,Female,Surprised
P032,WF-002-R-F_3,5,WF,002,R,F,3,Female,Surprised
P051,WF-002-R-F_3,5,WF,002,R,F,3,Female,Surprised
P011,WF-002-R-F_3,4,WF,002,R,F,3,Female,Surprised
P008,WF-002-R-F_3,3,WF,002,R,F,3,Female,Surprised
P005,WF-002-R-F_3,5,WF,002,R,F,3,Female,Surprised
P025,WF-002-R-F_3,5,WF,002,R,F,3,Female,Surprised
P022,WF-002-R-F_3,3,WF,002,R,F,3,Female,Surprised
P063,WF-002-R-F_4,1,WF,002,R,F,4,Female,Angry
P058,WF-002-R-F_4,1,WF,002,R,F,4,Female,Angry
P019,WF-002-R-F_4,1,WF,002,R,F,4,Female,Angry
P017,WF-002-R-F_4,1,WF,002,R,F,4,Female,Angry
P032,WF-002-R-F_4,1,WF,002,R,F,4,Female,Angry
