participantID,item,rating,targetType,targetNumber,facialColoration,shownEmotion,emotionChoiceID,target_gender,ratedEmotion
P036,WF-005-NR-A_5,1,WF,005,NR,A,5,Female,Disgusted
P018,WF-005-NR-A_5,2,WF,005,NR,A,5,Female,Disgusted
P014,WF-005-NR-A_5,3,WF,005,NR,A,5,Female,Disgusted
P050,WF-005-NR-A_5,1,WF,005,NR,A,5,Female,Disgusted
P011,WF-005-NR-A_5,3,WF,005,NR,A,5,Female,Disgusted
P030,WF-005-NR-A_5,1,WF,005,NR,A,5,Female,Disgusted
P005,WF-005-NR-A_5,3,WF,005,NR,A,5,Female,Disgusted
P024,WF-005-NR-A_5,5,WF,005,NR,A,5,Female,Disgusted
P001,WF-005-NR-A_5,2,WF,005,NR,A,5,Female,Disgusted
P055,WF-005-NR-A_6,1,WF,005,NR,A,6,Female,Scared
P036,WF-005-NR-A_6,1,WF,005,NR,A,6,Female,Scared
P018,WF-005-NR-A_6,1,WF,005,NR,A,6,Female,Scared
P014,WF-005-NR-A_6,1,WF,005,NR,A,6,Female,Scared
P050,WF-005-NR-A_6,1,WF,005,NR,A,6,Female,Scared
P011,WF-005-NR-A_6,2,WF,005,NR,A,6,Female,Scared
P030,WF-005-NR-A_6,1,WF,005,NR,A,6,Female,Scared
P005,WF-005-NR-A_6,1,WF,005,NR,A,6,Female,Scared
P024,WF-005-NR-A_6,2,WF,005,NR,A,6,Female,Scared
P001,WF-005-NR-A_6,1,WF,005,NR,A,6,Female,Scared
P055,WF-005-NR-F_1,1,WF,005,NR,F,1,Female,Happy
P036,WF-005-NR-F_1,2,WF,005,NR,F,1,Female,Happy
P018,WF-005-NR-F_1,1,WF,005,NR,F,1,Female,Happy
P014,WF-005-NR-F_1,1,WF,005,NR,F,1,Female,Happy
P050,WF-005-NR-F_1,1,WF,005,NR,F,1,Female,Happy
P011,WF-005-NR-F_1,1,WF,005,NR,F,1,Female,Happy
P030,WF-005-NR-F_1,1,WF,005,NR,F,1,Female,Happy
P005,WF-005-NR-F_1,4,WF,005,NR,F,1,Female,Happy
P024,WF-005-NR-F_1,2,WF,005,NR,F,1,Female,Happy
P001,WF-005-NR-F_1,1,WF,005,NR,F,1,Female,Happy
P055,WF-005-NR-F_2,1,WF,005,NR,F,2,Female,Sad
P036,WF-005-NR-F_2,1,WF,005,NR,F,2,Female,Sad
P018,WF-005-NR-F_2,1,WF,005,NR,F,2,Female,Sad
P014,WF-005-NR-F_2,1,WF,005,NR,F,2,Female,Sad
P050,WF-005-NR-F_2,1,WF,005,NR,F,2,Female,Sad
P011,WF-005-NR-F_2,1,WF,005,NR,F,2,Female,Sad
P030,WF-005-NR-F_2,1,WF,005,NR,F,2,Female,Sad
P005,WF-005-NR-F_2,4,WF,005,NR,F,2,Female,Sad
P024,WF-005-NR-F_2,2,WF,005,NR,F,2,Female,Sad
P001,WF-005-NR-F_2,1,WF,005,NR,F,2,Female,Sad
P055,WF-005-NR-F_3,5,WF,005,NR,F,3,Female,Surprised
P036,WF-005-NR-F_3,4,WF,005,NR,F,3,Female,Surprised
P018,WF-005-NR-F_3,4,WF,005,NR,F,3,Female,Surprised
P014,WF-005-NR-F_3,5,WF,005,NR,F,3,Female,Surprised
P050,WF-005-NR-F_3,5,WF,005,NR,F,3,Female,Surprised
P011,WF-005-NR-F_3,4,WF,005,NR,F,3,Female,Surprised
P030,WF-005-NR-F_3,5,WF,005,NR,F,3,Female,Surprised
P005,WF-005-NR-F_3,5,WF,005,NR,F,3,Female,Surprised
P024,WF-005-NR-F_3,5,WF,005,NR,F,3,Female,Surprised
P001,WF-005-NR-F_3,5,WF,005,NR,F,3,Female,Surprised
P055,WF-005-NR-F_4,1,WF,005,NR,F,4,Female,Angry
P036,WF-005-NR-F_4,1,WF,005,NR,F,4,Female,Angry
P018,WF-005-NR-F_4,1,WF,005,NR,F,4,Female,Angry
P014,WF-005-NR-F_4,1,WF,005,NR,F,4,Female,Angry
P050,WF-005-NR-F_4,1,WF,005,NR,F,4,Female,Angry
P011,WF-005-NR-F_4,2,WF,005,NR,F,4,Female,Angry
P030,WF-005-NR-F_4,1,WF,005,NR,F,4,Female,Angry
P005,WF-005-NR-F_4,3,WF,005,NR,F,4,Female,Angry
P024,WF-005-NR-F_4,1,WF,005,NR,F,4,Female,Angry
P001,WF-005-NR-F_4,2,WF,005,NR,F,4,Female,Angry
P055,WF-005-NR-F_5,2,WF,005,NR,F,5,Female,Disgusted
P036,WF-005-NR-F_5,1,WF,005,NR,F,5,Female,Disgusted
P018,WF-005-NR-F_5,2,WF,005,NR,F,5,Female,Disgusted
P014,WF-005-NR-F_5,1,WF,005,NR,F,5,Female,Disgusted
P050,WF-005-NR-F_5,1,WF,005,NR,F,5,Female,Disgusted
P011,WF-005-NR-F_5,2,WF,005,NR,F,5,Female,Disgusted
P030,WF-005-NR-F_5,1,WF,005,NR,F,5,Female,Disgusted
P005,WF-005-NR-F_5,5,WF,005,NR,F,5,Female,Disgusted
P024,WF-005-NR-F_5,2,WF,005,NR,F,5,Female,Disgusted
P001,WF-005-NR-F_5,1,WF,005,NR,F,5,Female,Disgusted
P055,WF-005-NR-F_6,3,WF,005,NR,F,6,Female,Scared
P036,WF-005-NR-F_6,2,WF,005,NR,F,6,Female,Scared
P018,WF-005-NR-F_6,4,WF,005,NR,F,6,Female,Scared
P014,WF-005-NR-F_6,4,WF,005,NR,F,6,Female,Scared
P050,WF-005-NR-F_6,1,WF,005,NR,F,6,Female,Scared
P011,WF-005-NR-F_6,5,WF,005,NR,F,6,Female,Scared
P030,WF-005-NR-F_6,2,WF,005,NR,F,6,Female,Scared
P005,WF-005-NR-F_6,1,WF,005,NR,F,6,Female,Scared
P024,WF-005-NR-F_6,4,WF,005,NR,F,6,Female,Scared
P001,WF-005-NR-F_6,3,WF,005,NR,F,6,Female,Scared
P60,WF-007-NR-N_1,1,WF,007,NR,N,1,Female,Happy
P055,WF-007-NR-N_1,2,WF,007,NR,N,1,Female,Happy
P035,WF-007-NR-N_1,1,WF,007,NR,N,1,Female,Happy
P016,WF-007-NR-N_1,2,WF,007,NR,N,1,Female,Happy
P051,WF-007-NR-N_1,2,WF,007,NR,N,1,Female,Happy
P010,WF-007-NR-N_1,3,WF,007,NR,N,1,Female,Happy
P009,WF-007-NR-N_1,3,WF,007,NR,N,1,Female,Happy
P044,WF-007-NR-N_1,3,WF,007,NR,N,1,Female,Happy
P025,WF-007-NR-N_1,2,WF,007,NR,N,1,Female,Happy
P002,WF-007-NR-N_1,3,WF,007,NR,N,1,Female,Happy
P60,WF-007-NR-N_2,1,WF,007,NR,N,2,Female,Sad
P055,WF-007-NR-N_2,1,WF,007,NR,N,2,Female,Sad
P035,WF-007-NR-N_2,5,WF,007,NR,N,2,Female,Sad
P016,WF-007-NR-N_2,2,WF,007,NR,N,2,Female,Sad
P051,WF-007-NR-N_2,2,WF,007,NR,N,2,Female,Sad
P010,WF-007-NR-N_2,2,WF,007,NR,N,2,Female,Sad
P009,WF-007-NR-N_2,1,WF,007,NR,N,2,Female,Sad
P044,WF-007-NR-N_2,2,WF,007,NR,N,2,Female,Sad
P025,WF-007-NR-N_2,2,WF,007,NR,N,2,Female,Sad
P002,WF-007-NR-N_2,1,WF,007,NR,N,2,Female,Sad
P60,WF-007-NR-N_3,1,WF,007,NR,N,3,Female,Surprised
P055,WF-007-NR-N_3,1,WF,007,NR,N,3,Female,Surprised
P035,WF-007-NR-N_3,1,WF,007,NR,N,3,Female,Surprised
P016,WF-007-NR-N_3,2,WF,007,NR,N,3,Female,Surprised
P051,WF-007-NR-N_3,2,WF,007,NR,N,3,Female,Surprised
P010,WF-007-NR-N_3,1,WF,007,NR,N,3,Female,Surprised
P009,WF-007-NR-N_3,1,WF,007,NR,N,3,Female,Surprised
P044,WF-007-NR-N_3,1,WF,007,NR,N,3,Female,Surprised
P025,WF-007-NR-N_3,1,WF,007,NR,N,3,Female,Surprised
P002,WF-007-NR-N_3,1,WF,007,NR,N,3,Female,Surprised
P60,WF-007-NR-N_4,1,WF,007,NR,N,4,Female,Angry
P055,WF-007-NR-N_4,1,WF,007,NR,N,4,Female,Angry
P035,WF-007-NR-N_4,1,WF,007,NR,N,4,Female,Angry
P016,WF-007-NR-N_4,2,WF,007,NR,N,4,Female,Angry
P051,WF-007-NR-N_4,2,WF,007,NR,N,4,Female,Angry
P010,WF-007-NR-N_4,1,WF,007,NR,N,4,Female,Angry
P009,WF-007-NR-N_4,2,WF,007,NR,N,4,Female,Angry
P044,WF-007-NR-N_4,1,WF,007,NR,N,4,Female,Angry
P025,WF-007-NR-N_4,1,WF,007,NR,N,4,Female,Angry
P002,WF-007-NR-N_4,1,WF,007,NR,N,4,Female,Angry
P60,WF-007-NR-N_5,1,WF,007,NR,N,5,Female,Disgusted
P055,WF-007-NR-N_5,1,WF,007,NR,N,5,Female,Disgusted
P035,WF-007-NR-N_5,1,WF,007,NR,N,5,Female,Disgusted
P016,WF-007-NR-N_5,2,WF,007,NR,N,5,Female,Disgusted
P051,WF-007-NR-N_5,2,WF,007,NR,N,5,Female,Disgusted
P010,WF-007-NR-N_5,1,WF,007,NR,N,5,Female,Disgusted
P009,WF-007-NR-N_5,1,WF,007,NR,N,5,Female,Disgusted
P044,WF-007-NR-N_5,1,WF,007,NR,N,5,Female,Disgusted
P025,WF-007-NR-N_5,1,WF,007,NR,N,5,Female,Disgusted
P002,WF-007-NR-N_5,1,WF,007,NR,N,5,Female,Disgusted
P60,WF-007-NR-N_6,1,WF,007,NR,N,6,Female,Scared
P055,WF-007-NR-N_6,1,WF,007,NR,N,6,Female,Scared
P035,WF-007-NR-N_6,1,WF,007,NR,N,6,Female,Scared
P016,WF-007-NR-N_6,2,WF,007,NR,N,6,Female,Scared
P051,WF-007-NR-N_6,2,WF,007,NR,N,6,Female,Scared
P010,WF-007-NR-N_6,1,WF,007,NR,N,6,Female,Scared
P009,WF-007-NR-N_6,1,WF,007,NR,N,6,Female,Scared
P044,WF-007-NR-N_6,1,WF,007,NR,N,6,Female,Scared
P025,WF-007-NR-N_6,1,WF,007,NR,N,6,Female,Scared
P002,WF-007-NR-N_6,1,WF,007,NR,N,6,Female,Scared
P60,WF-007-NR-HC_1,4,WF,007,NR,HC,1,Female,Happy
P055,WF-007-NR-HC_1,5,WF,007,NR,HC,1,Female,Happy
P035,WF-007-NR-HC_1,5,WF,007,NR,HC,1,Female,Happy
P016,WF-007-NR-HC_1,4,WF,007,NR,HC,1,Female,Happy
P051,WF-007-NR-HC_1,5,WF,007,NR,HC,1,Female,Happy
P010,WF-007-NR-HC_1,5,WF,007,NR,HC,1,Female,Happy
P009,WF-007-NR-HC_1,5,WF,007,NR,HC,1,Female,Happy
P044,WF-007-NR-HC_1,5,WF,007,NR,HC,1,Female,Happy
P025,WF-007-NR-HC_1,5,WF,007,NR,HC,1,Female,Happy
P002,WF-007-NR-HC_1,4,WF,007,NR,HC,1,Female,Happy
P60,WF-007-NR-HC_2,1,WF,007,NR,HC,2,Female,Sad
P055,WF-007-NR-HC_2,1,WF,007,NR,HC,2,Female,Sad
P035,WF-007-NR-HC_2,1,WF,007,NR,HC,2,Female,Sad
P016,WF-007-NR-HC_2,2,WF,007,NR,HC,2,Female,Sad
P051,WF-007-NR-HC_2,1,WF,007,NR,HC,2,Female,Sad
P010,WF-007-NR-HC_2,1,WF,007,NR,HC,2,Female,Sad
P009,WF-007-NR-HC_2,1,WF,007,NR,HC,2,Female,Sad
P044,WF-007-NR-HC_2,1,WF,007,NR,HC,2,Female,Sad
P025,WF-007-NR-HC_2,1,WF,007,NR,HC,2,Female,Sad
P002,WF-007-NR-HC_2,1,WF,007,NR,HC,2,Female,Sad
P60,WF-007-NR-HC_3,1,WF,007,NR,HC,3,Female,Surprised
P055,WF-007-NR-HC_3,1,WF,007,NR,HC,3,Female,Surprised
P035,WF-007-NR-HC_3,1,WF,007,NR,HC,3,Female,Surprised
P016,WF-007-NR-HC_3,1,WF,007,NR,HC,3,Female,Surprised
P051,WF-007-NR-HC_3,1,WF,007,NR,HC,3,Female,Surprised
P010,WF-007-NR-HC_3,1,WF,007,NR,HC,3,Female,Surprised
P009,WF-007-NR-HC_3,1,WF,007,NR,HC,3,Female,Surprised
P044,WF-007-NR-HC_3,1,WF,007,NR,HC,3,Female,Surprised
P025,WF-007-NR-HC_3,1,WF,007,NR,HC,3,Female,Surprised
P002,WF-007-NR-HC_3,1,WF,007,NR,HC,3,Female,Surprised
P60,WF-007-NR-HC_4,2,WF,007,NR,HC,4,Female,Angry
P055,WF-007-NR-HC_4,1,WF,007,NR,HC,4,Female,Angry
P035,WF-007-NR-HC_4,1,WF,007,NR,HC,4,Female,Angry
P016,WF-007-NR-HC_4,1,WF,007,NR,HC,4,Female,Angry
P051,WF-007-NR-HC_4,1,WF,007,NR,HC,4,Female,Angry
P010,WF-007-NR-HC_4,1,WF,007,NR,HC,4,Female,Angry
P009,WF-007-NR-HC_4,1,WF,007,NR,HC,4,Female,Angry
P044,WF-007-NR-HC_4,1,WF,007,NR,HC,4,Female,Angry
P025,WF-007-NR-HC_4,1,WF,007,NR,HC,4,Female,Angry
P002,WF-007-NR-HC_4,1,WF,007,NR,HC,4,Female,Angry
P60,WF-007-NR-HC_5,1,WF,007,NR,HC,5,Female,Disgusted
P055,WF-007-NR-HC_5,1,WF,007,NR,HC,5,Female,Disgusted
P035,WF-007-NR-HC_5,1,WF,007,NR,HC,5,Female,Disgusted
P016,WF-007-NR-HC_5,1,WF,007,NR,HC,5,Female,Disgusted
P051,WF-007-NR-HC_5,1,WF,007,NR,HC,5,Female,Disgusted
P010,WF-007-NR-HC_5,1,WF,007,NR,HC,5,Female,Disgusted
P009,WF-007-NR-HC_5,1,WF,007,NR,HC,5,Female,Disgusted
P044,WF-007-NR-HC_5,1,WF,007,NR,HC,5,Female,Disgusted
P025,WF-007-NR-HC_5,1,WF,007,NR,HC,5,Female,Disgusted
P002,WF-007-NR-HC_5,1,WF,007,NR,HC,5,Female,Disgusted
P60,WF-007-NR-HC_6,1,WF,007,NR,HC,6,Female,Scared
P055,WF-007-NR-HC_6,1,WF,007,NR,HC,6,Female,Scared
P035,WF-007-NR-HC_6,1,WF,007,NR,HC,6,Female,Scared
P016,WF-007-NR-HC_6,1,WF,007,NR,HC,6,Female,Scared
P051,WF-007-NR-HC_6,1,WF,007,NR,HC,6,Female,Scared
P010,WF-007-NR-HC_6,1,WF,007,NR,HC,6,Female,Scared
P009,WF-007-NR-HC_6,1,WF,007,NR,HC,6,Female,Scared
P044,WF-007-NR-HC_6,1,WF,007,NR,HC,6,Female,Scared
P025,WF-007-NR-HC_6,1,WF,007,NR,HC,6,Female,Scared
P002,WF-007-NR-HC_6,1,WF,007,NR,HC,6,Female,Scared
P60,WF-007-NR-A_1,1,WF,007,NR,A,1,Female,Happy
P055,WF-007-NR-A_1,1,WF,007,NR,A,1,Female,Happy
P035,WF-007-NR-A_1,1,WF,007,NR,A,1,Female,Happy
P016,WF-007-NR-A_1,1,WF,007,NR,A,1,Female,Happy
P051,WF-007-NR-A_1,1,WF,007,NR,A,1,Female,Happy
P010,WF-007-NR-A_1,1,WF,007,NR,A,1,Female,Happy
P009,WF-007-NR-A_1,1,WF,007,NR,A,1,Female,Happy
P044,WF-007-NR-A_1,1,WF,007,NR,A,1,Female,Happy
P025,WF-007-NR-A_1,1,WF,007,NR,A,1,Female,Happy
P002,WF-007-NR-A_1,1,WF,007,NR,A,1,Female,Happy
P60,WF-007-NR-A_2,1,WF,007,NR,A,2,Female,Sad
P055,WF-007-NR-A_2,1,WF,007,NR,A,2,Female,Sad
P035,WF-007-NR-A_2,1,WF,007,NR,A,2,Female,Sad
P016,WF-007-NR-A_2,1,WF,007,NR,A,2,Female,Sad
P051,WF-007-NR-A_2,3,WF,007,NR,A,2,Female,Sad
P010,WF-007-NR-A_2,3,WF,007,NR,A,2,Female,Sad
P009,WF-007-NR-A_2,1,WF,007,NR,A,2,Female,Sad
P044,WF-007-NR-A_2,1,WF,007,NR,A,2,Female,Sad
P025,WF-007-NR-A_2,1,WF,007,NR,A,2,Female,Sad
P002,WF-007-NR-A_2,1,WF,007,NR,A,2,Female,Sad
P60,WF-007-NR-A_3,1,WF,007,NR,A,3,Female,Surprised
P055,WF-007-NR-A_3,1,WF,007,NR,A,3,Female,Surprised
P035,WF-007-NR-A_3,1,WF,007,NR,A,3,Female,Surprised
P016,WF-007-NR-A_3,2,WF,007,NR,A,3,Female,Surprised
P051,WF-007-NR-A_3,3,WF,007,NR,A,3,Female,Surprised
P010,WF-007-NR-A_3,2,WF,007,NR,A,3,Female,Surprised
P009,WF-007-NR-A_3,1,WF,007,NR,A,3,Female,Surprised
P044,WF-007-NR-A_3,1,WF,007,NR,A,3,Female,Surprised
P025,WF-007-NR-A_3,2,WF,007,NR,A,3,Female,Surprised
P002,WF-007-NR-A_3,1,WF,007,NR,A,3,Female,Surprised
P60,WF-007-NR-A_4,5,WF,007,NR,A,4,Female,Angry
P055,WF-007-NR-A_4,4,WF,007,NR,A,4,Female,Angry
P035,WF-007-NR-A_4,5,WF,007,NR,A,4,Female,Angry
P016,WF-007-NR-A_4,4,WF,007,NR,A,4,Female,Angry
P051,WF-007-NR-A_4,5,WF,007,NR,A,4,Female,Angry
P010,WF-007-NR-A_4,5,WF,007,NR,A,4,Female,Angry
P009,WF-007-NR-A_4,5,WF,007,NR,A,4,Female,Angry
P044,WF-007-NR-A_4,3,WF,007,NR,A,4,Female,Angry
P025,WF-007-NR-A_4,2,WF,007,NR,A,4,Female,Angry
P002,WF-007-NR-A_4,5,WF,007,NR,A,4,Female,Angry
P60,WF-007-NR-A_5,1,WF,007,NR,A,5,Female,Disgusted
P055,WF-007-NR-A_5,3,WF,007,NR,A,5,Female,Disgusted
P035,WF-007-NR-A_5,1,WF,007,NR,A,5,Female,Disgusted
P016,WF-007-NR-A_5,2,WF,007,NR,A,5,Female,Disgusted
P051,WF-007-NR-A_5,5,WF,007,NR,A,5,Female,Disgusted
P010,WF-007-NR-A_5,3,WF,007,NR,A,5,Female,Disgusted
P009,WF-007-NR-A_5,1,WF,007,NR,A,5,Female,Disgusted
P044,WF-007-NR-A_5,2,WF,007,NR,A,5,Female,Disgusted
P025,WF-007-NR-A_5,5,WF,007,NR,A,5,Female,Disgusted
P002,WF-007-NR-A_5,4,WF,007,NR,A,5,Female,Disgusted
P60,WF-007-NR-A_6,1,WF,007,NR,A,6,Female,Scared
P055,WF-007-NR-A_6,1,WF,007,NR,A,6,Female,Scared
P035,WF-007-NR-A_6,1,WF,007,NR,A,6,Female,Scared
P016,WF-007-NR-A_6,1,WF,007,NR,A,6,Female,Scared
P051,WF-007-NR-A_6,2,WF,007,NR,A,6,Female,Scared
P010,WF-007-NR-A_6,1,WF,007,NR,A,6,Female,Scared
P009,WF-007-NR-A_6,1,WF,007,NR,A,6,Female,Scared
P044,WF-007-NR-A_6,1,WF,007,NR,A,6,Female,Scared
P025,WF-007-NR-A_6,1,WF,007,NR,A,6,Female,Scared
P002,WF-007-NR-A_6,1,WF,007,NR,A,6,Female,Scared
P60,WF-007-NR-F_1,1,WF,007,NR,F,1,Female,Happy
P055,WF-007-NR-F_1,1,WF,007,NR,F,1,Female,Happy
P035,WF-007-NR-F_1,1,WF,007,NR,F,1,Female,Happy
P016,WF-007-NR-F_1,1,WF,007,NR,F,1,Female,Happy
P051,WF-007-NR-F_1,1,WF,007,NR,F,1,Female,Happy
P010,WF-007-NR-F_1,1,WF,007,NR,F,1,Female,Happy
P009,WF-007-NR-F_1,1,WF,007,NR,F,1,Female,Happy
P044,WF-007-NR-F_1,1,WF,007,NR,F,1,Female,Happy
P025,WF-007-NR-F_1,1,WF,007,NR,F,1,Female,Happy
P002,WF-007-NR-F_1,1,WF,007,NR,F,1,Female,Happy
P60,WF-007-NR-F_2,1,WF,007,NR,F,2,Female,Sad
P055,WF-007-NR-F_2,1,WF,007,NR,F,2,Female,Sad
P035,WF-007-NR-F_2,1,WF,007,NR,F,2,Female,Sad
P016,WF-007-NR-F_2,2,WF,007,NR,F,2,Female,Sad
P051,WF-007-NR-F_2,2,WF,007,NR,F,2,Female,Sad
P010,WF-007-NR-F_2,1,WF,007,NR,F,2,Female,Sad
P009,WF-007-NR-F_2,1,WF,007,NR,F,2,Female,Sad
P044,WF-007-NR-F_2,1,WF,007,NR,F,2,Female,Sad
P025,WF-007-NR-F_2,2,WF,007,NR,F,2,Female,Sad
P002,WF-007-NR-F_2,1,WF,007,NR,F,2,Female,Sad
P60,WF-007-NR-F_3,5,WF,007,NR,F,3,Female,Surprised
P055,WF-007-NR-F_3,4,WF,007,NR,F,3,Female,Surprised
P035,WF-007-NR-F_3,5,WF,007,NR,F,3,Female,Surprised
P016,WF-007-NR-F_3,5,WF,007,NR,F,3,Female,Surprised
P051,WF-007-NR-F_3,5,WF,007,NR,F,3,Female,Surprised
P010,WF-007-NR-F_3,5,WF,007,NR,F,3,Female,Surprised
P009,WF-007-NR-F_3,4,WF,007,NR,F,3,Female,Surprised
P044,WF-007-NR-F_3,5,WF,007,NR,F,3,Female,Surprised
P025,WF-007-NR-F_3,4,WF,007,NR,F,3,Female,Surprised
P002,WF-007-NR-F_3,5,WF,007,NR,F,3,Female,Surprised
P60,WF-007-NR-F_4,1,WF,007,NR,F,4,Female,Angry
P055,WF-007-NR-F_4,3,WF,007,NR,F,4,Female,Angry
P035,WF-007-NR-F_4,1,WF,007,NR,F,4,Female,Angry
P016,WF-007-NR-F_4,2,WF,007,NR,F,4,Female,Angry
P051,WF-007-NR-F_4,4,WF,007,NR,F,4,Female,Angry
P010,WF-007-NR-F_4,1,WF,007,NR,F,4,Female,Angry
P009,WF-007-NR-F_4,1,WF,007,NR,F,4,Female,Angry
P044,WF-007-NR-F_4,1,WF,007,NR,F,4,Female,Angry
P025,WF-007-NR-F_4,1,WF,007,NR,F,4,Female,Angry
P002,WF-007-NR-F_4,2,WF,007,NR,F,4,Female,Angry
P60,WF-007-NR-F_5,1,WF,007,NR,F,5,Female,Disgusted
P055,WF-007-NR-F_5,2,WF,007,NR,F,5,Female,Disgusted
P035,WF-007-NR-F_5,1,WF,007,NR,F,5,Female,Disgusted
P016,WF-007-NR-F_5,2,WF,007,NR,F,5,Female,Disgusted
P051,WF-007-NR-F_5,4,WF,007,NR,F,5,Female,Disgusted
P010,WF-007-NR-F_5,3,WF,007,NR,F,5,Female,Disgusted
P009,WF-007-NR-F_5,2,WF,007,NR,F,5,Female,Disgusted
P044,WF-007-NR-F_5,1,WF,007,NR,F,5,Female,Disgusted
P025,WF-007-NR-F_5,5,WF,007,NR,F,5,Female,Disgusted
P002,WF-007-NR-F_5,3,WF,007,NR,F,5,Female,Disgusted
P60,WF-007-NR-F_6,4,WF,007,NR,F,6,Female,Scared
P055,WF-007-NR-F_6,1,WF,007,NR,F,6,Female,Scared
P035,WF-007-NR-F_6,1,WF,007,NR,F,6,Female,Scared
P016,WF-007-NR-F_6,4,WF,007,NR,F,6,Female,Scared
P051,WF-007-NR-F_6,4,WF,007,NR,F,6,Female,Scared
P010,WF-007-NR-F_6,5,WF,007,NR,F,6,Female,Scared
P009,WF-007-NR-F_6,1,WF,007,NR,F,6,Female,Scared
P044,WF-007-NR-F_6,2,WF,007,NR,F,6,Female,Scared
P025,WF-007-NR-F_6,5,WF,007,NR,F,6,Female,Scared
P002,WF-007-NR-F_6,4,WF,007,NR,F,6,Female,Scared
P064,WF-008-NR-N_1,1,WF,008,NR,N,1,Female,Happy
P058,WF-008-NR-N_1,2,WF,008,NR,N,1,Female,Happy
P019,WF-008-NR-N_1,1,WF,008,NR,N,1,Female,Happy
P033,WF-008-NR-N_1,3,WF,008,NR,N,1,Female,Happy
P032,WF-008-NR-N_1,2,WF,008,NR,N,1,Female,Happy
P048,WF-008-NR-N_1,2,WF,008,NR,N,1,Female,Happy
P008,WF-008-NR-N_1,1,WF,008,NR,N,1,Female,Happy
P029,WF-008-NR-N_1,2,WF,008,NR,N,1,Female,Happy
P007,WF-008-NR-N_1,3,WF,008,NR,N,1,Female,Happy
P004,WF-008-NR-N_1,2,WF,008,NR,N,1,Female,Happy
P001,WF-008-NR-N_1,1,WF,008,NR,N,1,Female,Happy
P064,WF-008-NR-N_2,3,WF,008,NR,N,2,Female,Sad
P058,WF-008-NR-N_2,1,WF,008,NR,N,2,Female,Sad
P019,WF-008-NR-N_2,1,WF,008,NR,N,2,Female,Sad
P033,WF-008-NR-N_2,1,WF,008,NR,N,2,Female,Sad
P032,WF-008-NR-N_2,1,WF,008,NR,N,2,Female,Sad
P048,WF-008-NR-N_2,2,WF,008,NR,N,2,Female,Sad
P008,WF-008-NR-N_2,1,WF,008,NR,N,2,Female,Sad
P029,WF-008-NR-N_2,1,WF,008,NR,N,2,Female,Sad
P007,WF-008-NR-N_2,3,WF,008,NR,N,2,Female,Sad
P004,WF-008-NR-N_2,2,WF,008,NR,N,2,Female,Sad
P001,WF-008-NR-N_2,1,WF,008,NR,N,2,Female,Sad
P064,WF-008-NR-N_3,1,WF,008,NR,N,3,Female,Surprised
P058,WF-008-NR-N_3,1,WF,008,NR,N,3,Female,Surprised
P019,WF-008-NR-N_3,1,WF,008,NR,N,3,Female,Surprised
P033,WF-008-NR-N_3,1,WF,008,NR,N,3,Female,Surprised
P032,WF-008-NR-N_3,1,WF,008,NR,N,3,Female,Surprised
P048,WF-008-NR-N_3,1,WF,008,NR,N,3,Female,Surprised
P008,WF-008-NR-N_3,1,WF,008,NR,N,3,Female,Surprised
P029,WF-008-NR-N_3,1,WF,008,NR,N,3,Female,Surprised
P007,WF-008-NR-N_3,1,WF,008,NR,N,3,Female,Surprised
P004,WF-008-NR-N_3,2,WF,008,NR,N,3,Female,Surprised
P001,WF-008-NR-N_3,1,WF,008,NR,N,3,Female,Surprised
P064,WF-008-NR-N_4,3,WF,008,NR,N,4,Female,Angry
P058,WF-008-NR-N_4,1,WF,008,NR,N,4,Female,Angry
P019,WF-008-NR-N_4,1,WF,008,NR,N,4,Female,Angry
P033,WF-008-NR-N_4,1,WF,008,NR,N,4,Female,Angry
P032,WF-008-NR-N_4,1,WF,008,NR,N,4,Female,Angry
P048,WF-008-NR-N_4,2,WF,008,NR,N,4,Female,Angry
P008,WF-008-NR-N_4,1,WF,008,NR,N,4,Female,Angry
P029,WF-008-NR-N_4,1,WF,008,NR,N,4,Female,Angry
P007,WF-008-NR-N_4,1,WF,008,NR,N,4,Female,Angry
P004,WF-008-NR-N_4,1,WF,008,NR,N,4,Female,Angry
P001,WF-008-NR-N_4,1,WF,008,NR,N,4,Female,Angry
P064,WF-008-NR-N_5,2,WF,008,NR,N,5,Female,Disgusted
P058,WF-008-NR-N_5,1,WF,008,NR,N,5,Female,Disgusted
P019,WF-008-NR-N_5,1,WF,008,NR,N,5,Female,Disgusted
P033,WF-008-NR-N_5,1,WF,008,NR,N,5,Female,Disgusted
P032,WF-008-NR-N_5,1,WF,008,NR,N,5,Female,Disgusted
P048,WF-008-NR-N_5,1,WF,008,NR,N,5,Female,Disgusted
P008,WF-008-NR-N_5,1,WF,008,NR,N,5,Female,Disgusted
P029,WF-008-NR-N_5,1,WF,008,NR,N,5,Female,Disgusted
P007,WF-008-NR-N_5,1,WF,008,NR,N,5,Female,Disgusted
P004,WF-008-NR-N_5,1,WF,008,NR,N,5,Female,Disgusted
P001,WF-008-NR-N_5,1,WF,008,NR,N,5,Female,Disgusted
P064,WF-008-NR-N_6,1,WF,008,NR,N,6,Female,Scared
P058,WF-008-NR-N_6,1,WF,008,NR,N,6,Female,Scared
P019,WF-008-NR-N_6,1,WF,008,NR,N,6,Female,Scared
P033,WF-008-NR-N_6,1,WF,008,NR,N,6,Female,Scared
